Título,Preço Original,Desconto,Disponibilidade,Pré-venda,Link
Komi Não Consegue Se Comunicar Vol. 10,"R$ 34,90","R$ 22,69",Disponível,Não,https://panini.com.br/komi-nao-consegue-se-comunicar-vol-10
One Piece 3 Em 1 Vol. 8,"R$ 84,90","R$ 42,45",Disponível,Não,https://panini.com.br/one-piece-3-em-1-vol-8-
Tanya The Evil: Crônicas De Guerra Vol. 23,"R$ 32,90","R$ 21,39",Disponível,Não,https://panini.com.br/tanya-the-evil-cronicas-de-guerra-vol-23
Donzelas à Flor Da Pele Vol. 4,"R$ 33,90","R$ 22,04",Disponível,Não,https://panini.com.br/donzelas-a-flor-da-pele-vol-4
Mashle: Magia E Músculos Vol. 5,"R$ 33,90","R$ 22,04",Disponível,Não,https://panini.com.br/mashle-magia-e-musculos-vol-5
Sasaki E Miyano Vol. 2,"R$ 33,90","R$ 22,04",Disponível,Não,https://panini.com.br/sasaki-e-miyano-vol-2
Diário De Uma Cidade Litorânea Vol. 6,"R$ 34,90","R$ 22,69",Disponível,Não,https://panini.com.br/diario-de-uma-cidade-litoranea-vol-6
Sword Art Online Progressive Vol. 5,"R$ 34,90","R$ 22,69",Disponível,Não,https://panini.com.br/sword-art-online-progressive-vol-5
Mushoku Tensei: Uma Segunda Chance Vol. 7,"R$ 34,90","R$ 17,45",Disponível,Não,https://panini.com.br/mushoku-tensei-uma-segunda-chance-vol-7
Kaguya Sama - Love Is War Vol. 23,"R$ 34,90","R$ 22,69",Disponível,Não,https://panini.com.br/kaguya-sama-love-is-war-vol-23
Dakaichi: O Homem Mais Desejado Do Ano Vol. 8,"R$ 34,90","R$ 22,69",Disponível,Não,https://panini.com.br/dakaichi-o-homem-mais-desejado-do-ano-vol-8
Blue Period Vol. 8,"R$ 34,90","R$ 22,69",Disponível,Não,https://panini.com.br/blue-period-vol-8
Cells At Work Vol. 6,"R$ 34,90","R$ 22,69",Disponível,Não,https://panini.com.br/cells-at-work-vol-6
Dorohedoro Vol. 17,"R$ 34,90","R$ 22,69",Disponível,Não,https://panini.com.br/dorohedoro-vol-17
Black Clover Vol. 30,"R$ 33,90","R$ 22,04",Disponível,Não,https://panini.com.br/black-clover-vol-30
Manga Theater 03,"R$ 33,90","R$ 22,04",Disponível,Não,https://panini.com.br/manga-theater-03
O Paraíso Ilusório Vol. 2,"R$ 33,90","R$ 22,04",Disponível,Não,https://panini.com.br/o-paraiso-ilusorio-vol-2
Horimiya Vol. 13,"R$ 34,90","R$ 22,69",Disponível,Não,https://panini.com.br/horimiya-vol-13
Re:zero Capítulo 4: O Santuário E A Bruxa Da Ganância Vol. 4,"R$ 34,90","R$ 22,69",Disponível,Não,https://panini.com.br/rezero-capitulo-4-o-santuario-e-a-bruxa-da-ganancia-vol-4
Namorada De Aluguel Vol. 18,"R$ 33,90","R$ 13,56",Disponível,Não,https://panini.com.br/namorada-de-aluguel-vol-18
Namorada De Aluguel Vol. 19,"R$ 33,90","R$ 13,56",Disponível,Não,https://panini.com.br/namorada-de-aluguel-vol-19
The Promised Neverland Vol. 16,"R$ 33,90","R$ 16,95",Disponível,Não,https://panini.com.br/the-promised-neverland-vol-16-amapf016r
Slam Dunk Vol. 22,"R$ 34,90","R$ 19,20",Disponível,Não,https://panini.com.br/slam-dunk-vol-22-amabr022r
Slam Dunk Vol. 24,"R$ 34,90","R$ 17,45",Disponível,Não,https://panini.com.br/slam-dunk-vol-24-amabr024r
Slam Dunk Vol. 21,"R$ 34,90","R$ 17,45",Disponível,Não,https://panini.com.br/slam-dunk-vol-21-amabr021r
Undead Unluck Vol. 1,"R$ 33,90","R$ 16,95",Avise-me,Não,https://panini.com.br/undead-unluck-vol-1
Beast Complex Vol. 1,"R$ 34,90","R$ 13,96",Disponível,Não,https://panini.com.br/beast-complex-vol-1
Missão: Família Yozakura Vol. 6,"R$ 33,90","R$ 13,56",Disponível,Não,https://panini.com.br/missao-familia-yozakura-vol-6
Diário De Uma Cidade Litorânea Vol. 5,"R$ 34,90","R$ 13,96",Disponível,Não,https://panini.com.br/diario-de-uma-cidade-litoranea-vol-5
Shangri-la Frontier Vol. 5,"R$ 33,90","R$ 16,95",Disponível,Não,https://panini.com.br/shangri-la-frontier-vol-5
Mushoku Tensei: Uma Segunda Chance Vol. 6,"R$ 34,90","R$ 17,45",Disponível,Não,https://panini.com.br/mushoku-tensei-uma-segunda-chance-vol-6
Namorada De Aluguel Vol. 17,"R$ 33,90","R$ 13,56",Disponível,Não,https://panini.com.br/namorada-de-aluguel-vol-17
Manga Theater 02,"R$ 33,90","R$ 18,65",Disponível,Não,https://panini.com.br/manga-theater-02
Donzelas à Flor Da Pele Vol. 3,"R$ 33,90","R$ 13,56",Disponível,Não,https://panini.com.br/donzelas-a-flor-da-pele-vol-3
Mieruko-Chan Vol. 6,"R$ 34,90","R$ 22,69",Disponível,Não,https://panini.com.br/mieruko-chan-vol-6
Dorohedoro Vol. 16,"R$ 34,90","R$ 17,45",Disponível,Não,https://panini.com.br/dorohedoro-vol-16
Goblin Slayer Vol. 12,"R$ 34,90","R$ 13,96",Disponível,Não,https://panini.com.br/goblin-slayer-vol-12
Jojo's Bizarre Adventure Parte 4: Diamond Is Unbreakable Vol. 10,"R$ 39,90","R$ 19,95",Avise-me,Não,https://panini.com.br/jojos-bizarre-adventure-parte-4-diamond-is-unbreakable-vol-10
Bakemonogatari Vol. 16,"R$ 34,90","R$ 13,96",Disponível,Não,https://panini.com.br/bakemonogatari-vol-16
Atelier Of Witch Hat Vol. 10,"R$ 34,90","R$ 17,45",Disponível,Não,https://panini.com.br/atelier-of-witch-hat-vol-10
Fire Force Vol. 31,"R$ 33,90","R$ 13,56",Disponível,Não,https://panini.com.br/fire-force-vol-31
Golden Kamuy Vol. 29,"R$ 35,90","R$ 14,36",Disponível,Não,https://panini.com.br/golden-kamuy-vol-29
Boruto: Naruto Next Generations Vol. 17,"R$ 33,90","R$ 22,04",Disponível,Não,https://panini.com.br/boruto-naruto-next-generations-vol-17
Seraph Of The End Vol. 27,"R$ 32,90","R$ 21,39",Disponível,Não,https://panini.com.br/seraph-of-the-end-vol-27
Ataque Dos Titãs: Lost Girls Vol. 2,"R$ 34,90","R$ 17,45",Disponível,Não,https://panini.com.br/ataque-dos-titas-lost-girls-vol-2
Komi Não Consegue Se Comunicar Vol. 9,"R$ 34,90","R$ 13,96",Disponível,Não,https://panini.com.br/komi-nao-consegue-se-comunicar-vol-9
Kanojo Mo Kanojo - Confissões E Namoradas Vol. 4,"R$ 34,90","R$ 13,96",Disponível,Não,https://panini.com.br/kanojo-mo-kanojo-confissoes-e-namoradas-vol-4
The Killer Inside Vol. 3,"R$ 33,90","R$ 16,95",Disponível,Não,https://panini.com.br/the-killer-inside-vol-3
Kemono Jihen - Incidentes Sobrenaturais Vol. 3,"R$ 33,90","R$ 22,04",Disponível,Não,https://panini.com.br/kemono-jihen-incidentes-sobrenaturais-vol-3
Horimiya Vol. 12,"R$ 34,90","R$ 17,45",Disponível,Não,https://panini.com.br/horimiya-vol-12
Kaguya Sama - Love Is War Vol. 22,"R$ 34,90","R$ 17,45",Disponível,Não,https://panini.com.br/kaguya-sama-love-is-war-vol-22
Hell's Paradise Vol. 10,"R$ 33,90","R$ 16,95",Disponível,Não,https://panini.com.br/hells-paradise-vol-10
Blue Period Vol. 7,"R$ 34,90","R$ 17,45",Disponível,Não,https://panini.com.br/blue-period-vol-7
Cells At Work Vol. 5,"R$ 34,90","R$ 17,45",Disponível,Não,https://panini.com.br/cells-at-work-vol-5
Alma Vol. 4,"R$ 33,90","R$ 22,04",Disponível,Não,https://panini.com.br/alma-vol-4
The Promised Neverland Vol. 12,"R$ 33,90","R$ 16,95",Disponível,Não,https://panini.com.br/the-promised-neverland-vol-12-amapf012r
The Promised Neverland Vol. 11,"R$ 33,90","R$ 16,95",Disponível,Não,https://panini.com.br/the-promised-neverland-vol-11-amapf011r2
Sword Art Online: Alicization Rising Vol. 16,"R$ 39,90","R$ 15,96",Disponível,Não,https://panini.com.br/sword-art-online-alicization-rising-vol-16
The Promised Neverland Vol. 10,"R$ 33,90","R$ 16,95",Disponível,Não,https://panini.com.br/the-promised-neverland-vol-10-amapf010r2
The Promised Neverland Vol. 9,"R$ 33,90","R$ 16,95",Disponível,Não,https://panini.com.br/the-promised-neverland-vol-9-amapf009r2
The Promised Neverland Vol. 7,"R$ 33,90","R$ 16,95",Disponível,Não,https://panini.com.br/the-promised-neverland-vol-7-amapf007r2
The Promised Neverland Vol. 6,"R$ 33,90","R$ 16,95",Disponível,Não,https://panini.com.br/the-promised-neverland-vol-6-amapf006r2
The Promised Neverland Vol. 8,"R$ 33,90","R$ 16,95",Disponível,Não,https://panini.com.br/the-promised-neverland-vol-8-amapf008r2
Manga Theater 01,"R$ 33,90","R$ 18,65",Disponível,Não,https://panini.com.br/manga-theater-01
O Paraíso Ilusório Vol. 1,"R$ 33,90","R$ 16,95",Disponível,Não,https://panini.com.br/o-paraiso-ilusorio-vol-1
Takagi: A Mestra Das Pegadinhas Vol. 17,"R$ 29,90","R$ 11,96",Disponível,Não,https://panini.com.br/takagi-a-mestra-das-pegadinhas-vol-17
Diário De Uma Cidade Litorânea Vol. 4,"R$ 34,90","R$ 13,96",Disponível,Não,https://panini.com.br/diario-de-uma-cidade-litoranea-vol-4
